date,name,country,value
2019-12-22,Florian Loriot,ITA,0
2019-12-22,Zan Kranjec,ITA,180
2019-12-22,Guglielmo Bosca,ITA,0
2019-12-22,Blaise Giezendanner,ITA,0
2019-12-22,Jean-Baptiste Grange,ITA,0
2019-12-22,Fabio Gstrein,ITA,0
2019-12-22,Timon Haugan,ITA,0
2019-12-22,Alexandr Horoshilov,ITA,15
2019-12-22,Tommaso Sala,ITA,0
2019-12-22,Jan Zabystran,ITA,0
2019-12-22,Florian Schieder,ITA,0
2019-12-22,Fabian Wilkens Solheim,ITA,0
2019-12-22,Stefano Gross,ITA,60
2019-12-22,Luke Winters,ITA,12
2019-12-22,Johannes Strolz,ITA,0
2019-12-22,Cedric Noger,ITA,18
2019-12-22,Matej Vidovic,ITA,11
2019-12-22,Fritz Dopfer,ITA,10
2019-12-22,Giuliano Razzoli,ITA,5
2019-12-22,Atle Lie McGrath,ITA,0
2019-12-22,Felix Monsen,ITA,13
2019-12-22,Samuel Dupratt,ITA,9
2019-12-22,Stian Saugestad,ITA,6
2019-12-22,Christoph Krenn,ITA,6
2019-12-22,David Ryding,ITA,14
2019-12-22,River Radamus,ITA,0
2019-12-22,Albert Popov,ITA,22
2019-12-22,Stefan Babinsky,ITA,11
2019-12-22,Marc Rochat,ITA,0
2019-12-22,Davide Cazzaniga,ITA,0
2019-12-22,Alexander Schmid,ITA,35
2019-12-22,Daniele Sorio,ITA,0
2019-12-22,Federico Liberatore,ITA,0
2019-12-22,Raphael Haaser,ITA,0
2019-12-22,Sam Mulligan,ITA,0
2019-12-22,Markus Monsen,ITA,0
2019-12-22,Daniel Hemetsberger,ITA,0
2019-12-22,Valentin Giraud Moine,ITA,0
2019-12-22,Remy Falgoux,ITA,0
2019-12-22,Loic Meillard,ITA,87
2019-12-22,Marco Schwarz,ITA,72
2019-12-22,Hannes Zingerle,ITA,4
2019-12-22,Rasmus Windingstad,ITA,68
2019-12-22,Manfred Moelgg,ITA,58
2019-12-22,Alexis Pinturault,ITA,296
2019-12-22,Adam Zampa,ITA,4
2019-12-22,Filip Zubcic,ITA,73
2019-12-22,Marco Odermatt,ITA,222
2019-12-22,Sebastian Holzmann,ITA,0
2019-12-22,Adrian Pertl,ITA,0
2019-12-22,Roy Piccard,ITA,0
2019-12-22,Thibaut Favrot,ITA,39
2019-12-22,Aleksander Aamodt Kilde,ITA,274
2019-12-22,Dominik Raschner,ITA,8
2019-12-22,Dominik Stehle,ITA,0
2019-12-22,Giovanni Borsotti,ITA,0
2019-12-22,Aleksandr Andrienko,ITA,0
2019-12-22,Reto Schmidiger,ITA,0
2019-12-22,Julien Lizeroux,ITA,0
2019-12-22,Ralph Weber,ITA,0
2019-12-22,Alexander Prast,ITA,0
2019-12-22,Marco Pfiffner,ITA,0
2019-12-22,Manuel Schmid,ITA,0
2019-12-22,Cameron Alexander,ITA,0
2019-12-22,Lars Roesti,ITA,0
2019-12-22,Dong-Hyun Jung,ITA,0
2019-12-22,Anton Tremmel,ITA,0
2019-12-22,Christof Innerhofer,ITA,0
2019-12-22,Jonathan Nordbotten,ITA,0
2019-12-22,Leif Kristian Haugen,ITA,121
2019-12-22,Nils Mani,ITA,2
2019-12-22,Christopher Neumayer,ITA,6
2019-12-22,Alex Vinatzer,ITA,22
2019-12-22,Sandro Simonet,ITA,20
2019-12-22,Istok Rodes,ITA,24
2019-12-22,Luca Aerni,ITA,18
2019-12-22,Luca De Aliprandini,ITA,65
2019-12-22,Mathieu Faivre,ITA,129
2019-12-22,Henrik Kristoffersen,ITA,343
2019-12-22,Thomas Tumler,ITA,44
2019-12-22,Elias Kolega,ITA,28
2019-12-22,Marc Digruber,ITA,11
2019-12-22,Tanguy Nef,ITA,9
2019-12-22,Stefan Hadalin,ITA,17
2019-12-22,Pavel Trikhichev,ITA,26
2019-12-22,Armand Marchant,ITA,16
2019-12-22,Thomas Dressen,ITA,202
2019-12-22,Dominik Paris,ITA,249
2019-12-22,Carlo Janka,ITA,87
2019-12-22,Michael Matt,ITA,69
2019-12-22,Sebastian-Foss Solevaag,ITA,58
2019-12-22,Linus Strasser,ITA,32
2019-12-22,Christian Hirschbuehel,ITA,60
2019-12-22,Ryan Cochran-Siegle,ITA,108
2019-12-22,Tommy Ford,ITA,161
2019-12-22,Riccardo Tonetti,ITA,21
2019-12-22,Stefan Brennsteiner,ITA,10
2019-12-22,Gino Caviezel,ITA,96
2019-12-22,Ted Ligety,ITA,72
2019-12-22,Erik Read,ITA,36
2019-12-22,Manuel Feller,ITA,38
2019-12-22,Beat Feuz,ITA,221
2019-12-22,Matthias Mayer,ITA,257
2019-12-22,Mattias Roenngren,ITA,7
2019-12-22,Matts Olsson,ITA,36
2019-12-22,Trevor Philp,ITA,46
2019-12-22,Clement Noel,ITA,80
2019-12-22,Daniel Yule,ITA,86
2019-12-22,Ramon Zenhaeusern,ITA,50
2019-12-22,Andre Myhrer,ITA,125
2019-12-22,Kristoffer Jakobsen,ITA,80
2019-12-22,Stefan Luitz,ITA,15
2019-12-22,Mauro Caviezel,ITA,213
2019-12-22,Lucas Braathen,ITA,88
2019-12-22,Kjetil Jansrud,ITA,197
2019-12-22,Cyprien Sarrazin,ITA,100
2019-12-22,Victor Muffat Jeandet,ITA,87
2019-12-22,Jared Goldberg,ITA,10
2019-12-22,Matteo Marsaglia,ITA,2
2019-12-22,Dominik Schwaiger,ITA,38
2019-12-22,Alexander Koell,ITA,11
2019-12-22,Mattia Casse,ITA,87
2019-12-22,Brodie Seger,ITA,35
2019-12-22,Roland Leitinger,ITA,30
2019-12-22,Andreas Sander,ITA,54
2019-12-22,Urs Kryenbuehl,ITA,8
2019-12-22,Vincent Kriechmayr,ITA,312
2019-12-22,Stefan Rogentin,ITA,16
2019-12-22,Gilles Roulin,ITA,10
2019-12-22,James Crawford,ITA,24
2019-12-22,Miha Hrobat,ITA,15
2019-12-22,Peter Fill,ITA,2
2019-12-22,Bostjan Kline,ITA,2
2019-12-22,Brice Roger,ITA,14
2019-12-22,Adrian Smiseth Sejersted,ITA,96
2019-12-22,Justin Murisier,ITA,50
2019-12-22,Hannes Reichelt,ITA,133
2019-12-22,Adrien Theaux,ITA,113
2019-12-22,Travis Ganong,ITA,88
2019-12-22,Steven Nyman,ITA,76
2019-12-22,Johan Clarey,ITA,142
2019-12-22,Josef Ferstl,ITA,29
2019-12-22,Romed Baumann,ITA,18
2019-12-22,Maxence Muzaton,ITA,19
2019-12-22,Daniel Danklmaier,ITA,20
2019-12-22,Benjamin Thomsen,ITA,1
2019-12-22,Emanuele Buzzi,ITA,32
2019-12-22,Matthieu Bailet,ITA,34
2019-12-22,Nils Allegre,ITA,46
2019-12-22,Niels Hintermann,ITA,11
2019-12-22,Othmar Striedinger,ITA,14
2019-12-22,Bryce Bennett,ITA,8
2019-12-22,Martin Cater,ITA,10
2019-12-22,Christian Walder,ITA,51
2019-12-22,Max Franz,ITA,38
2019-12-22,Klemen Kosi,ITA,25
2019-12-23,Hannes Reichelt,ITA,133
2019-12-23,Max Franz,ITA,38
2019-12-23,Klemen Kosi,ITA,25
2019-12-23,Martin Cater,ITA,10
2019-12-23,Bryce Bennett,ITA,8
2019-12-23,Othmar Striedinger,ITA,14
2019-12-23,Niels Hintermann,ITA,11
2019-12-23,Nils Allegre,ITA,46
2019-12-23,Matthieu Bailet,ITA,34
2019-12-23,Benjamin Thomsen,ITA,1
2019-12-23,Christian Walder,ITA,51
2019-12-23,Jared Goldberg,ITA,10
2019-12-23,Alexander Koell,ITA,11
2019-12-23,Brodie Seger,ITA,35
2019-12-23,Albert Popov,ITA,22
2019-12-23,Stefano Gross,ITA,60
2019-12-23,Cyprien Sarrazin,ITA,100
2019-12-23,Nils Mani,ITA,2
2019-12-23,Christopher Neumayer,ITA,6
2019-12-23,Urs Kryenbuehl,ITA,8
2019-12-23,Emanuele Buzzi,ITA,32
2019-12-23,Dominik Schwaiger,ITA,38
2019-12-23,Mattia Casse,ITA,87
2019-12-23,Matteo Marsaglia,ITA,2
2019-12-23,James Crawford,ITA,24
2019-12-23,Miha Hrobat,ITA,15
2019-12-23,Peter Fill,ITA,2
2019-12-23,Bostjan Kline,ITA,2
2019-12-23,Adrian Smiseth Sejersted,ITA,96
2019-12-23,Stefan Rogentin,ITA,16
2019-12-23,Brice Roger,ITA,14
2019-12-23,Andreas Sander,ITA,54
2019-12-23,Gilles Roulin,ITA,10
2019-12-23,Daniel Danklmaier,ITA,20
2019-12-23,Thomas Dressen,ITA,202
2019-12-23,Romed Baumann,ITA,18
2019-12-23,Kristoffer Jakobsen,ITA,80
2019-12-23,Andre Myhrer,ITA,125
2019-12-23,Ramon Zenhaeusern,ITA,50
2019-12-23,Daniel Yule,ITA,86
2019-12-23,Clement Noel,ITA,80
2019-12-23,Victor Muffat Jeandet,ITA,87
2019-12-23,Trevor Philp,ITA,46
2019-12-23,Linus Strasser,ITA,32
2019-12-23,Cedric Noger,ITA,18
2019-12-23,Manfred Moelgg,ITA,58
2019-12-23,Marco Odermatt,ITA,222
2019-12-23,Manuel Feller,ITA,38
2019-12-23,Gino Caviezel,ITA,96
2019-12-23,Luca De Aliprandini,ITA,65
2019-12-23,Erik Read,ITA,36
2019-12-23,Ted Ligety,ITA,72
2019-12-23,Thomas Tumler,ITA,44
2019-12-23,Sebastian-Foss Solevaag,ITA,58
2019-12-23,Alex Vinatzer,ITA,22
2019-12-23,Sandro Simonet,ITA,20
2019-12-23,Josef Ferstl,ITA,29
2019-12-23,Johan Clarey,ITA,142
2019-12-23,Steven Nyman,ITA,76
2019-12-23,Travis Ganong,ITA,88
2019-12-23,Adrien Theaux,ITA,113
2019-12-23,Kjetil Jansrud,ITA,197
2019-12-23,Vincent Kriechmayr,ITA,312
2019-12-23,Beat Feuz,ITA,221
2019-12-23,Carlo Janka,ITA,87
2019-12-23,Dominik Paris,ITA,249
2019-12-23,Armand Marchant,ITA,16
2019-12-23,Marco Schwarz,ITA,72
2019-12-23,Tanguy Nef,ITA,9
2019-12-23,Marc Digruber,ITA,11
2019-12-23,Elias Kolega,ITA,28
2019-12-23,Luca Aerni,ITA,18
2019-12-23,Istok Rodes,ITA,24
2019-12-23,Maxence Muzaton,ITA,19
2019-12-23,Matthias Mayer,ITA,257
2019-12-23,David Ryding,ITA,14
2019-12-23,Rasmus Windingstad,ITA,168
2019-12-23,Sam Mulligan,ITA,0
2019-12-23,Markus Monsen,ITA,0
2019-12-23,Daniel Hemetsberger,ITA,0
2019-12-23,Jan Zabystran,ITA,0
2019-12-23,Florian Loriot,ITA,0
2019-12-23,Johannes Kroell,ITA,0
2019-12-23,Nicolas Raffort,ITA,0
2019-12-23,Adam Zampa,ITA,4
2019-12-23,Stefan Brennsteiner,ITA,10
2019-12-23,Christoph Krenn,ITA,6
2019-12-23,Stian Saugestad,ITA,6
2019-12-23,Samuel Dupratt,ITA,9
2019-12-23,Stefan Babinsky,ITA,11
2019-12-23,Hannes Zingerle,ITA,7
2019-12-23,Felix Monsen,ITA,13
2019-12-23,Riccardo Tonetti,ITA,21
2019-12-23,Fritz Dopfer,ITA,10
2019-12-23,Matej Vidovic,ITA,11
2019-12-23,Luke Winters,ITA,12
2019-12-23,Valentin Giraud Moine,ITA,0
2019-12-23,Alexis Pinturault,ITA,301
2019-12-23,Justin Murisier,ITA,82
2019-12-23,Filip Zubcic,ITA,79
2019-12-23,Henrik Kristoffersen,ITA,379
2019-12-23,Atle Lie McGrath,ITA,7
2019-12-23,Mattias Roenngren,ITA,47
2019-12-23,Anton Tremmel,ITA,0
2019-12-23,Tommy Ford,ITA,169
2019-12-23,Giuliano Razzoli,ITA,5
2019-12-23,Lucas Braathen,ITA,133
2019-12-23,Raphael Haaser,ITA,0
2019-12-23,Florian Schieder,ITA,0
2019-12-23,Dong-Hyun Jung,ITA,0
2019-12-23,Lars Roesti,ITA,0
2019-12-23,Davide Cazzaniga,ITA,0
2019-12-23,Cameron Alexander,ITA,0
2019-12-23,Manuel Schmid,ITA,0
2019-12-23,Marco Pfiffner,ITA,0
2019-12-23,Roy Piccard,ITA,0
2019-12-23,Adrian Pertl,ITA,0
2019-12-23,Mauro Caviezel,ITA,217
2019-12-23,Sebastian Holzmann,ITA,0
2019-12-23,Remy Falgoux,ITA,0
2019-12-23,Daniele Sorio,ITA,0
2019-12-23,Alexander Prast,ITA,0
2019-12-23,Federico Liberatore,ITA,0
2019-12-23,Ralph Weber,ITA,0
2019-12-23,Reto Schmidiger,ITA,0
2019-12-23,Aleksandr Andrienko,ITA,0
2019-12-23,Giovanni Borsotti,ITA,0
2019-12-23,Dominik Stehle,ITA,0
2019-12-23,Jonathan Nordbotten,ITA,0
2019-12-23,Marc Rochat,ITA,0
2019-12-23,Johannes Strolz,ITA,0
2019-12-23,Tommaso Sala,ITA,0
2019-12-23,Timon Haugan,ITA,0
2019-12-23,Fabio Gstrein,ITA,0
2019-12-23,Jean-Baptiste Grange,ITA,0
2019-12-23,Blaise Giezendanner,ITA,0
2019-12-23,Guglielmo Bosca,ITA,0
2019-12-23,Julien Lizeroux,ITA,0
2019-12-23,Leif Kristian Haugen,ITA,171
2019-12-23,Christof Innerhofer,ITA,0
2019-12-23,Alexander Schmid,ITA,48
2019-12-23,Michael Matt,ITA,79
2019-12-23,Roland Leitinger,ITA,90
2019-12-23,Alexandr Horoshilov,ITA,15
2019-12-23,Christian Hirschbuehel,ITA,72
2019-12-23,Zan Kranjec,ITA,194
2019-12-23,Pavel Trikhichev,ITA,41
2019-12-23,Mathieu Faivre,ITA,145
2019-12-23,River Radamus,ITA,18
2019-12-23,Loic Meillard,ITA,116
2019-12-23,Stefan Luitz,ITA,95
2019-12-23,Matts Olsson,ITA,37
2019-12-23,Fabian Wilkens Solheim,ITA,10
2019-12-23,Samu Torsti,ITA,1
2019-12-23,Stefan Hadalin,ITA,18
2019-12-23,Aleksander Aamodt Kilde,ITA,294
2019-12-23,Thibaut Favrot,ITA,65
2019-12-23,Ryan Cochran-Siegle,ITA,130
2019-12-23,Simon Maurberger,ITA,2
2019-12-23,Dominik Raschner,ITA,32
2019-12-27,Dominik Schwaiger,ITA,43
2019-12-27,Julien Lizeroux,ITA,0
2019-12-27,Alexis Pinturault,ITA,301
2019-12-27,Trevor Philp,ITA,46
2019-12-27,Ralph Weber,ITA,0
2019-12-27,Mathieu Faivre,ITA,145
2019-12-27,Reto Schmidiger,ITA,0
2019-12-27,Zan Kranjec,ITA,194
2019-12-27,Tommy Ford,ITA,169
2019-12-27,Ted Ligety,ITA,72
2019-12-27,Lucas Braathen,ITA,133
2019-12-27,Erik Read,ITA,36
2019-12-27,Luca De Aliprandini,ITA,65
2019-12-27,Leif Kristian Haugen,ITA,171
2019-12-27,Manuel Feller,ITA,38
2019-12-27,Marco Odermatt,ITA,222
2019-12-27,Rasmus Windingstad,ITA,168
2019-12-27,Stefan Luitz,ITA,95
2019-12-27,Thibaut Favrot,ITA,65
2019-12-27,Matts Olsson,ITA,37
2019-12-27,Alexander Prast,ITA,0
2019-12-27,Henrik Kristoffersen,ITA,379
2019-12-27,Roland Leitinger,ITA,90
2019-12-27,Cedric Noger,ITA,18
2019-12-27,Manfred Moelgg,ITA,58
2019-12-27,Thomas Tumler,ITA,44
2019-12-27,Justin Murisier,ITA,82
2019-12-27,Aleksandr Andrienko,ITA,0
2019-12-27,Gino Caviezel,ITA,96
2019-12-27,Timon Haugan,ITA,0
2019-12-27,Roy Piccard,ITA,0
2019-12-27,Manuel Schmid,ITA,0
2019-12-27,Johan Clarey,ITA,168
2019-12-27,Ryan Cochran-Siegle,ITA,154
2019-12-27,Hannes Reichelt,ITA,155
2019-12-27,Urs Kryenbuehl,ITA,28
2019-12-27,Thomas Dressen,ITA,231
2019-12-27,Adrien Theaux,ITA,131
2019-12-27,Max Franz,ITA,54
2019-12-27,Adrian Smiseth Sejersted,ITA,111
2019-12-27,Nicolas Raffort,ITA,14
2019-12-27,Mattia Casse,ITA,100
2019-12-27,Nils Allegre,ITA,58
2019-12-27,Valentin Giraud Moine,ITA,0
2019-12-27,Daniel Hemetsberger,ITA,0
2019-12-27,Markus Monsen,ITA,0
2019-12-27,Marco Pfiffner,ITA,0
2019-12-27,Sam Mulligan,ITA,0
2019-12-27,Federico Liberatore,ITA,0
2019-12-27,Kjetil Jansrud,ITA,208
2019-12-27,Othmar Striedinger,ITA,25
2019-12-27,Daniele Sorio,ITA,0
2019-12-27,Remy Falgoux,ITA,0
2019-12-27,Sebastian Holzmann,ITA,0
2019-12-27,Adrian Pertl,ITA,0
2019-12-27,Alexander Schmid,ITA,48
2019-12-27,Christof Innerhofer,ITA,0
2019-12-27,Anton Tremmel,ITA,0
2019-12-27,Dong-Hyun Jung,ITA,0
2019-12-27,Lars Roesti,ITA,0
2019-12-27,Davide Cazzaniga,ITA,0
2019-12-27,Cameron Alexander,ITA,0
2019-12-27,Raphael Haaser,ITA,0
2019-12-27,Victor Muffat Jeandet,ITA,87
2019-12-27,Giovanni Borsotti,ITA,0
2019-12-27,Clement Noel,ITA,80
2019-12-27,Giuliano Razzoli,ITA,5
2019-12-27,Riccardo Tonetti,ITA,21
2019-12-27,Fritz Dopfer,ITA,10
2019-12-27,Matej Vidovic,ITA,11
2019-12-27,Luke Winters,ITA,12
2019-12-27,David Ryding,ITA,14
2019-12-27,Alexandr Horoshilov,ITA,15
2019-12-27,Felix Monsen,ITA,13
2019-12-27,Marc Rochat,ITA,0
2019-12-27,Stefano Gross,ITA,60
2019-12-27,Dominik Raschner,ITA,32
2019-12-27,Hannes Zingerle,ITA,7
2019-12-27,Mattias Roenngren,ITA,47
2019-12-27,Cyprien Sarrazin,ITA,100
2019-12-27,Nils Mani,ITA,2
2019-12-27,Alexander Koell,ITA,11
2019-12-27,Albert Popov,ITA,22
2019-12-27,Stefan Babinsky,ITA,11
2019-12-27,Carlo Janka,ITA,96
2019-12-27,Stian Saugestad,ITA,6
2019-12-27,Fabio Gstrein,ITA,0
2019-12-27,Jean-Baptiste Grange,ITA,0
2019-12-27,Johannes Strolz,ITA,0
2019-12-27,Blaise Giezendanner,ITA,0
2019-12-27,Guglielmo Bosca,ITA,0
2019-12-27,Florian Schieder,ITA,0
2019-12-27,Jan Zabystran,ITA,0
2019-12-27,Florian Loriot,ITA,0
2019-12-27,Johannes Kroell,ITA,0
2019-12-27,Samu Torsti,ITA,1
2019-12-27,Simon Maurberger,ITA,2
2019-12-27,Atle Lie McGrath,ITA,7
2019-12-27,Fabian Wilkens Solheim,ITA,10
2019-12-27,River Radamus,ITA,18
2019-12-27,Adam Zampa,ITA,4
2019-12-27,Stefan Brennsteiner,ITA,10
2019-12-27,Christoph Krenn,ITA,6
2019-12-27,Matteo Marsaglia,ITA,2
2019-12-27,Gilles Roulin,ITA,10
2019-12-27,Jonathan Nordbotten,ITA,0
2019-12-27,Romed Baumann,ITA,26
2019-12-27,Josef Ferstl,ITA,36
2019-12-27,Marc Digruber,ITA,11
2019-12-27,Elias Kolega,ITA,28
2019-12-27,Loic Meillard,ITA,116
2019-12-27,Luca Aerni,ITA,18
2019-12-27,Filip Zubcic,ITA,79
2019-12-27,Istok Rodes,ITA,24
2019-12-27,Sandro Simonet,ITA,20
2019-12-27,Alex Vinatzer,ITA,22
2019-12-27,Michael Matt,ITA,79
2019-12-27,Sebastian-Foss Solevaag,ITA,58
2019-12-27,Linus Strasser,ITA,32
2019-12-27,Christian Hirschbuehel,ITA,72
2019-12-27,Kristoffer Jakobsen,ITA,80
2019-12-27,Andre Myhrer,ITA,125
2019-12-27,Ramon Zenhaeusern,ITA,50
2019-12-27,Daniel Yule,ITA,86
2019-12-27,Steven Nyman,ITA,83
2019-12-27,Tommaso Sala,ITA,0
2019-12-27,Dominik Stehle,ITA,0
2019-12-27,Stefan Hadalin,ITA,18
2019-12-27,James Crawford,ITA,24
2019-12-27,Miha Hrobat,ITA,15
2019-12-27,Peter Fill,ITA,2
2019-12-27,Bostjan Kline,ITA,2
2019-12-27,Stefan Rogentin,ITA,16
2019-12-27,Andreas Sander,ITA,54
2019-12-27,Brodie Seger,ITA,35
2019-12-27,Jared Goldberg,ITA,10
2019-12-27,Christian Walder,ITA,51
2019-12-27,Bryce Bennett,ITA,8
2019-12-27,Niels Hintermann,ITA,11
2019-12-27,Klemen Kosi,ITA,25
2019-12-27,Vincent Kriechmayr,ITA,312
2019-12-27,Mauro Caviezel,ITA,217
2019-12-27,Armand Marchant,ITA,16
2019-12-27,Marco Schwarz,ITA,72
2019-12-27,Pavel Trikhichev,ITA,41
2019-12-27,Tanguy Nef,ITA,9
2019-12-27,Martin Cater,ITA,10
2019-12-27,Samuel Dupratt,ITA,9
2019-12-27,Daniel Danklmaier,ITA,21
2019-12-27,Beat Feuz,ITA,301
2019-12-27,Brice Roger,ITA,50
2019-12-27,Maxence Muzaton,ITA,64
2019-12-27,Emanuele Buzzi,ITA,34
2019-12-27,Dominik Paris,ITA,349
2019-12-27,Matthias Mayer,ITA,317
2019-12-27,Travis Ganong,ITA,120
2019-12-27,Aleksander Aamodt Kilde,ITA,344
2019-12-27,Matthieu Bailet,ITA,74
2019-12-27,Christopher Neumayer,ITA,10
2019-12-27,Benjamin Thomsen,ITA,4
2019-12-28,Sebastian Holzmann,ITA,0
2019-12-28,Urs Kryenbuehl,ITA,108
2019-12-28,Luca De Aliprandini,ITA,65
2019-12-28,Gino Caviezel,ITA,96
2019-12-28,Leif Kristian Haugen,ITA,171
2019-12-28,Manuel Feller,ITA,38
2019-12-28,Marco Odermatt,ITA,222
2019-12-28,Rasmus Windingstad,ITA,168
2019-12-28,Stefan Luitz,ITA,95
2019-12-28,Matts Olsson,ITA,37
2019-12-28,Henrik Kristoffersen,ITA,379
2019-12-28,Roland Leitinger,ITA,90
2019-12-28,Manfred Moelgg,ITA,58
2019-12-28,Marc Rochat,ITA,0
2019-12-28,Johannes Strolz,ITA,0
2019-12-28,Erik Read,ITA,36
2019-12-28,Tommaso Sala,ITA,0
2019-12-28,Timon Haugan,ITA,0
2019-12-28,Thomas Tumler,ITA,44
2019-12-28,Justin Murisier,ITA,82
2019-12-28,Cedric Noger,ITA,18
2019-12-28,Thibaut Favrot,ITA,65
2019-12-28,Trevor Philp,ITA,46
2019-12-28,Alexander Schmid,ITA,48
2019-12-28,Victor Muffat Jeandet,ITA,87
2019-12-28,Clement Noel,ITA,80
2019-12-28,Daniel Yule,ITA,86
2019-12-28,Ramon Zenhaeusern,ITA,50
2019-12-28,Steven Nyman,ITA,95
2019-12-28,Adrian Smiseth Sejersted,ITA,129
2019-12-28,Lucas Braathen,ITA,133
2019-12-28,Ted Ligety,ITA,72
2019-12-28,Daniele Sorio,ITA,0
2019-12-28,Adrian Pertl,ITA,0
2019-12-28,Roy Piccard,ITA,0
2019-12-28,Christof Innerhofer,ITA,0
2019-12-28,Anton Tremmel,ITA,0
2019-12-28,Beat Feuz,ITA,361
2019-12-28,Federico Liberatore,ITA,0
2019-12-28,Dong-Hyun Jung,ITA,0
2019-12-28,Lars Roesti,ITA,0
2019-12-28,Davide Cazzaniga,ITA,0
2019-12-28,Cameron Alexander,ITA,0
2019-12-28,Manuel Schmid,ITA,0
2019-12-28,Marco Pfiffner,ITA,0
2019-12-28,Raphael Haaser,ITA,0
2019-12-28,Mattia Casse,ITA,111
2019-12-28,Alexander Prast,ITA,0
2019-12-28,Ralph Weber,ITA,0
2019-12-28,Julien Lizeroux,ITA,0
2019-12-28,Sam Mulligan,ITA,0
2019-12-28,Reto Schmidiger,ITA,0
2019-12-28,Aleksandr Andrienko,ITA,0
2019-12-28,Felix Monsen,ITA,29
2019-12-28,Giovanni Borsotti,ITA,0
2019-12-28,Dominik Stehle,ITA,0
2019-12-28,Jonathan Nordbotten,ITA,0
2019-12-28,Andre Myhrer,ITA,125
2019-12-28,Mathieu Faivre,ITA,145
2019-12-28,Zan Kranjec,ITA,194
2019-12-28,Tommy Ford,ITA,169
2019-12-28,Remy Falgoux,ITA,0
2019-12-28,Alexis Pinturault,ITA,301
2019-12-28,Marc Digruber,ITA,11
2019-12-28,Christian Hirschbuehel,ITA,72
2019-12-28,Brice Roger,ITA,50
2019-12-28,Stefan Rogentin,ITA,16
2019-12-28,Bostjan Kline,ITA,2
2019-12-28,Peter Fill,ITA,2
2019-12-28,Miha Hrobat,ITA,15
2019-12-28,James Crawford,ITA,24
2019-12-28,Alexander Koell,ITA,11
2019-12-28,Nils Mani,ITA,2
2019-12-28,Cyprien Sarrazin,ITA,100
2019-12-28,Mattias Roenngren,ITA,47
2019-12-28,Hannes Zingerle,ITA,7
2019-12-28,Dominik Raschner,ITA,32
2019-12-28,Stefano Gross,ITA,60
2019-12-28,Albert Popov,ITA,22
2019-12-28,Alexandr Horoshilov,ITA,15
2019-12-28,David Ryding,ITA,14
2019-12-28,Luke Winters,ITA,12
2019-12-28,Adam Zampa,ITA,4
2019-12-28,Stefan Brennsteiner,ITA,10
2019-12-28,Christoph Krenn,ITA,6
2019-12-28,Stian Saugestad,ITA,6
2019-12-28,Samuel Dupratt,ITA,9
2019-12-28,Stefan Babinsky,ITA,11
2019-12-28,Brodie Seger,ITA,35
2019-12-28,Giuliano Razzoli,ITA,5
2019-12-28,Fritz Dopfer,ITA,10
2019-12-28,Matej Vidovic,ITA,11
2019-12-28,Atle Lie McGrath,ITA,7
2019-12-28,Simon Maurberger,ITA,2
2019-12-28,Othmar Striedinger,ITA,40
2019-12-28,Samu Torsti,ITA,1
2019-12-28,Riccardo Tonetti,ITA,21
2019-12-28,Hannes Reichelt,ITA,155
2019-12-28,Max Franz,ITA,54
2019-12-28,Florian Loriot,ITA,0
2019-12-28,Guglielmo Bosca,ITA,0
2019-12-28,Elias Kolega,ITA,28
2019-12-28,Loic Meillard,ITA,116
2019-12-28,Luca Aerni,ITA,18
2019-12-28,Filip Zubcic,ITA,79
2019-12-28,Blaise Giezendanner,ITA,0
2019-12-28,Tanguy Nef,ITA,9
2019-12-28,Jean-Baptiste Grange,ITA,0
2019-12-28,Fabio Gstrein,ITA,0
2019-12-28,Istok Rodes,ITA,24
2019-12-28,Sandro Simonet,ITA,20
2019-12-28,Alex Vinatzer,ITA,22
2019-12-28,Michael Matt,ITA,79
2019-12-28,Linus Strasser,ITA,32
2019-12-28,Nicolas Raffort,ITA,27
2019-12-28,Kristoffer Jakobsen,ITA,80
2019-12-28,Stefan Hadalin,ITA,18
2019-12-28,Marco Schwarz,ITA,72
2019-12-28,Jan Zabystran,ITA,0
2019-12-28,Christopher Neumayer,ITA,24
2019-12-28,Florian Schieder,ITA,0
2019-12-28,Christian Walder,ITA,51
2019-12-28,Martin Cater,ITA,10
2019-12-28,Bryce Bennett,ITA,8
2019-12-28,Pavel Trikhichev,ITA,41
2019-12-28,Klemen Kosi,ITA,25
2019-12-28,Travis Ganong,ITA,120
2019-12-28,Kjetil Jansrud,ITA,208
2019-12-28,Mauro Caviezel,ITA,217
2019-12-28,Carlo Janka,ITA,96
2019-12-28,Thomas Dressen,ITA,231
2019-12-28,Armand Marchant,ITA,16
2019-12-28,Daniel Danklmaier,ITA,21
2019-12-28,Sebastian-Foss Solevaag,ITA,58
2019-12-28,Daniel Hemetsberger,ITA,0
2019-12-28,Josef Ferstl,ITA,46
2019-12-28,Johannes Kroell,ITA,9
2019-12-28,Maxence Muzaton,ITA,93
2019-12-28,Matthias Mayer,ITA,362
2019-12-28,Jared Goldberg,ITA,18
2019-12-28,Benjamin Thomsen,ITA,26
2019-12-28,Emanuele Buzzi,ITA,36
2019-12-28,Niels Hintermann,ITA,51
2019-12-28,Markus Monsen,ITA,0
2019-12-28,Romed Baumann,ITA,27
2019-12-28,Matteo Marsaglia,ITA,9
2019-12-28,Johan Clarey,ITA,204
2019-12-28,Nils Allegre,ITA,64
